noun_w_ekor_noaffix1	noun_w_ekor_noaffix2	cossim
marmut	pedet	0.36
marmut	lipas	0.32
marmut	cemani	0.29
marmut	bonobo	0.31
marmut	tonggeret	0.19
marmut	gazelle	0.37
marmut	tedong	0.21
marmut	pekatik	0.27
marmut	tongeret	0.22
laron	insekta	0.42
laron	cenderawasih	0.22
laron	kutilang	0.26
laron	kelomang	0.22
laron	pedet	0.15
laron	lipas	0.41
laron	cemani	0.2
laron	bonobo	0.07
laron	tonggeret	0.39
laron	gazelle	0.19
laron	tedong	0.18
laron	pekatik	0.2
laron	tongeret	0.25
insekta	cenderawasih	0.22
insekta	kutilang	0.29
insekta	kelomang	0.35
insekta	pedet	0.24
insekta	lipas	0.44
insekta	cemani	0.12
insekta	bonobo	0.2
insekta	tonggeret	0.4
insekta	gazelle	0.24
insekta	tedong	0.18
insekta	pekatik	0.21
insekta	tongeret	0.27
cenderawasih	kutilang	0.44
cenderawasih	kelomang	0.2
cenderawasih	pedet	0.08
cenderawasih	lipas	0.21
cenderawasih	cemani	0.26
cenderawasih	bonobo	0.21
cenderawasih	tonggeret	0.3
cenderawasih	gazelle	0.17
cenderawasih	tedong	0.32
cenderawasih	pekatik	0.22
cenderawasih	tongeret	0.23
kutilang	kelomang	0.28
kutilang	pedet	0.15
kutilang	lipas	0.29
kutilang	cemani	0.37
kutilang	bonobo	0.23
kutilang	tonggeret	0.41
kutilang	gazelle	0.28
kutilang	tedong	0.3
kutilang	pekatik	0.43
kutilang	tongeret	0.44
kelomang	pedet	0.26
kelomang	lipas	0.28
kelomang	cemani	0.18
kelomang	bonobo	0.23
kelomang	tonggeret	0.3
kelomang	gazelle	0.3
kelomang	tedong	0.35
kelomang	pekatik	0.31
kelomang	tongeret	0.34
pedet	lipas	0.21
pedet	cemani	0.33
pedet	bonobo	0.2
pedet	tonggeret	0.13
pedet	gazelle	0.16
pedet	tedong	0.25
pedet	pekatik	0.23
pedet	tongeret	0.18
lipas	cemani	0.21
lipas	bonobo	0.2
lipas	tonggeret	0.44
lipas	gazelle	0.23
lipas	tedong	0.26
lipas	pekatik	0.34
lipas	tongeret	0.36
cemani	bonobo	0.11
cemani	tonggeret	0.21
cemani	gazelle	0.24
cemani	tedong	0.34
cemani	pekatik	0.43
cemani	tongeret	0.24
bonobo	tonggeret	0.13
bonobo	gazelle	0.21
bonobo	tedong	0.21
bonobo	pekatik	0.13
bonobo	tongeret	0.1
tonggeret	gazelle	0.23
tonggeret	tedong	0.27
tonggeret	pekatik	0.24
tonggeret	tongeret	0.57
gazelle	tedong	0.22
gazelle	pekatik	0.21
gazelle	tongeret	0.29
tedong	pekatik	0.27
tedong	tongeret	0.3
pekatik	tongeret	0.36
