noun_w_orang_noaffix1	noun_w_orang_noaffix2	cossim
famili	pendekar	0.13
famili	pastor	0.17
famili	sanak	0.44
famili	kontributor	0.14
famili	trader	0.04
famili	preman	0.1
famili	mafia	0.18
famili	direksi	0.06
famili	konduktor	0.14
famili	fasilitator	0.06
famili	miss	0.05
famili	kristen	0.15
famili	partisipan	0.16
famili	bibi	0.16
famili	pramuka	0.09
famili	birokrat	0.13
famili	pensiunan	0.22
famili	anarkis	0.03
famili	mentor	0.18
famili	rias	0.06
famili	botani	0.21
famili	programmer	0.07
famili	designer	0.07
famili	hadirin	0.23
famili	jemaah	0.26
famili	narapidana	0.13
famili	kasir	-0.02
famili	panutan	0.09
famili	gerombolan	0.2
famili	biksu	0.1
famili	debitur	0.08
famili	supplier	0.19
famili	diktator	0.1
famili	abdi	0.19
famili	sesepuh	0.21
famili	lesbian	0.13
famili	lurah	0.16
famili	satpam	0.09
famili	kurir	0.13
famili	engineer	0.11
famili	migran	0.22
famili	koruptor	0.14
famili	demonstran	0.08
famili	sandera	0.13
famili	astronot	0.03
famili	serdadu	0.15
famili	martir	0.12
famili	kiai	0.17
famili	pramugari	0.08
famili	motivator	0.1
famili	kesatria	0.12
famili	bendahara	0.14
famili	downline	0.22
famili	perawi	0.21
famili	kuli	0.16
famili	kreditur	0.04
famili	kyai	0.17
famili	biang	0.12
famili	pesimis	0.01
famili	saudagar	0.22
famili	audiens	0.09
famili	dai	0.17
famili	maling	0.09
famili	regulator	0.04
famili	founder	0.06
famili	moderator	0.13
famili	pujangga	0.09
famili	alumnus	0.23
famili	komunikator	0.09
famili	entrepreneur	0.02
famili	redaktur	0.1
famili	separatis	0.1
famili	bujang	0.19
famili	mumi	0.16
famili	independent	0.12
famili	konsul	0.09
famili	tutor	0.06
famili	laskar	0.12
famili	badut	0.14
famili	informan	0.23
famili	mediator	0.06
famili	humas	0.09
famili	psikiater	-0.01
famili	otodidak	0.1
famili	cleaning	0.04
famili	indo	0.13
famili	pesepakbola	0.21
famili	filosof	0.04
famili	krama	0.03
famili	brahmana	0.13
famili	simpatisan	0.23
famili	petahana	0.16
famili	musafir	0.15
famili	duda	0.21
famili	eksportir	0.16
famili	guest	0.06
famili	wiraswasta	0.07
famili	nona	0.17
famili	deputi	0.09
famili	buronan	0.16
famili	ateis	0.08
famili	sosiolog	0.05
famili	narator	0.11
famili	maestro	0.09
famili	perompak	0.11
famili	tabib	0.14
famili	konseli	0.12
famili	woman	0.04
famili	punggawa	0.06
famili	firaun	0.16
famili	humanis	0.01
famili	intel	0.2
famili	tameng	0.1
famili	komunikan	0.1
famili	pengamen	0.11
famili	naturalis	0.14
famili	waria	0.07
famili	technical	0.08
famili	marinir	0.14
famili	bandit	0.11
famili	inspektur	0.1
famili	syetan	0.09
famili	pecundang	0.05
famili	borjuis	-0
famili	pialang	0.15
famili	ekspatriat	0.15
famili	praja	0.08
famili	miliarder	0.09
famili	satria	0.01
famili	laksamana	0.18
famili	maniak	0.12
famili	transmigran	0.21
famili	blasteran	0.16
famili	mujtahid	0.06
famili	tiran	-0.02
famili	decision	0.05
famili	sepuh	0.14
famili	resign	0.1
famili	marketer	0.02
famili	prabu	0.11
famili	koboi	0.05
famili	persona	0.08
famili	fighter	0.1
famili	pegiat	0.06
famili	priyayi	0.1
famili	mbok	0.12
famili	agamis	0.08
famili	purnawirawan	0.2
famili	peragawati	0.09
famili	demokrat	0.11
famili	mantri	0.13
famili	syuhada	0.15
famili	sekuriti	0.07
famili	mujahid	0.14
famili	idiot	0.11
famili	demokratik	0.11
famili	salesman	0.08
famili	eyang	0.11
famili	bajingan	0.13
famili	selebritas	0.18
famili	paramedis	0.12
famili	dirigen	0.11
famili	translator	0.12
famili	principal	0.11
famili	panitera	0.18
famili	panelis	0.12
famili	orator	0.06
famili	mursyid	0.12
famili	algojo	-0.02
famili	pawang	0.12
famili	sersan	0.15
famili	rentenir	0.05
famili	kompeni	0.09
famili	superstar	0.06
famili	ekstremis	0.15
famili	perjaka	0.1
famili	comic	0.05
famili	jagal	0.08
famili	diva	0.13
famili	modernis	0.07
famili	sipir	0.1
famili	partisan	0.06
famili	patriot	0.04
famili	habib	0.25
famili	materialis	0.07
famili	inovator	0.06
famili	sahaya	0.14
famili	polwan	0.1
famili	mubaligh	0.16
famili	pemrakarsa	0.17
famili	mahasiwa	0.1
famili	observer	0.14
famili	saintis	0.03
famili	akrobatik	0.11
famili	raden	0.06
famili	volunteer	0.19
famili	bintara	0.16
famili	cagub	0.13
famili	kondektur	0.02
famili	opsir	0.13
famili	bodyguard	0.13
famili	negosiator	0.02
famili	agnostik	0.06
famili	angota	0.23
famili	reserse	0.2
famili	teknokrat	0.1
famili	oportunis	0.13
famili	flamboyan	0.13
famili	mucikari	0.08
famili	terperiksa	0.08
famili	biduan	0.16
famili	konstruktivis	0.01
famili	cerpenis	0.11
famili	sinden	0.11
famili	binatu	0.14
famili	kiyai	0.14
famili	romusha	0.09
famili	wapres	0.13
famili	pelayat	0.2
famili	bumiputera	0.16
famili	nyai	0.01
famili	mantu	0.29
famili	bartender	0.01
famili	enterpreneur	-0.06
famili	ekstrovert	0.13
famili	formatur	0.19
famili	rohaniawan	0.12
famili	rasionalis	0.11
famili	gigolo	0.1
famili	presidium	0.1
famili	upline	0.17
famili	asesor	0.15
famili	nahkoda	0.06
famili	franchisee	0.11
famili	evaluator	0.11
famili	porter	0.14
famili	sensei	0.04
famili	buzzer	0.02
famili	lover	0.06
famili	sayyid	0.24
famili	keparat	0.21
famili	marsekal	0.12
famili	kontrolir	0.15
famili	mubalig	0.17
famili	organisator	0.04
famili	balerina	0.06
famili	selebgram	0.06
famili	bumiputra	0.19
famili	kopral	0.2
famili	kalifah	0.1
famili	perias	0.16
famili	arsiparis	0.13
famili	gentlemen	0.09
famili	waiter	0.04
famili	loper	0.07
famili	waliyullah	0.16
famili	marxis	0.05
famili	liberalis	0.13
famili	judoka	0.03
famili	businessman	0.09
famili	syaman	0.08
famili	widyaiswara	0.1
famili	learner	0.01
famili	ginekolog	-0.03
famili	residivis	0.13
famili	tumenggung	0.12
famili	ketum	0.2
famili	murabbi	0.18
famili	wagub	0.15
famili	vlogger	0.07
famili	kapolda	0.13
famili	kacung	0.12
famili	koleris	0.13
famili	moralis	0.06
famili	propagandis	0.08
famili	voter	0.05
famili	adopter	0.19
famili	inlander	0.05
famili	peresensi	0.09
famili	klinisi	0.12
famili	jongos	0.12
famili	mayoret	0.06
famili	devi	0.07
famili	waskita	0.08
famili	ballerina	0.05
famili	enterpreneurship	-0.02
famili	jugun	0.1
famili	mukminah	0.17
famili	teungku	0.09
famili	mandataris	0.1
famili	reformer	0.12
famili	grader	0.07
famili	sekularis	0.11
famili	filosuf	0.07
famili	konservator	0.15
famili	madam	0.17
famili	masbuk	0.12
famili	cendikia	0.09
famili	validator	0.13
famili	terroris	0.14
famili	duchess	0.03
famili	meneer	0.11
famili	godfather	0.12
famili	assessor	0.05
famili	paramedik	0.13
famili	egoistik	0.05
famili	floris	0.23
famili	biduanita	0.15
famili	clairvoyance	0.08
famili	bhiksuni	0.1
famili	evangelist	0.08
famili	gatekeeper	0.12
famili	diktaktor	0.12
famili	ekspat	0.15
famili	inspektor	0.1
famili	superintendent	0.09
famili	foreman	0.07
famili	golfer	0.08
famili	sebatangkara	0.28
famili	herpetolog	0.15
famili	strategist	0.06
famili	selebtwit	0.17
famili	achiever	0.03
famili	hispanik	0.16
famili	ghostwriter	0.06
famili	nulipara	0.22
famili	legalis	0.15
famili	networker	0.07
famili	monetaris	0.05
famili	pamongpraja	0.11
famili	pengibing	0.08
famili	taekwondoin	0.05
famili	paedofil	0.1
famili	campers	0.13
famili	pramusiwi	0.16
famili	wirausahaan	0.04
famili	kooperator	0.11
famili	perempuaan	0.12
famili	markonis	0.14
famili	sadomasokis	0.11
famili	mushalli	0.07
famili	mubayyin	0.12
famili	koder	0.25
famili	laksmana	0.09
famili	nonpartisipan	0.15
famili	kristalografer	0.17
famili	marbut	0.18
famili	snowboarder	0.02
famili	crossline	0.2
famili	murabi	0.15
famili	postrukturalis	0.16
famili	budayan	0.21
famili	penaluk	0.24
famili	propagandais	-0
famili	khatamul	0.12
famili	controlleur	0.17
pahlawan	sarjana	0.31
pahlawan	investor	0.23
pahlawan	haji	0.21
pahlawan	perwira	0.34
pahlawan	eksekutif	0.16
pahlawan	budak	0.32
pahlawan	mama	0.2
pahlawan	cucu	0.28
pahlawan	bupati	0.27
pahlawan	nelayan	0.23
pahlawan	hantu	0.3
pahlawan	atlet	0.35
pahlawan	isteri	0.25
pahlawan	leader	0.18
pahlawan	pendeta	0.29
pahlawan	direktur	0.15
pahlawan	formasi	0.16
pahlawan	panitia	0.21
pahlawan	aktivis	0.34
pahlawan	official	0.15
pahlawan	jenderal	0.45
pahlawan	kafir	0.3
pahlawan	pilot	0.32
pahlawan	kandidat	0.32
pahlawan	mayat	0.28
pahlawan	wasit	0.23
pahlawan	balita	0.2
pahlawan	pangeran	0.39
pahlawan	asisten	0.21
pahlawan	responden	0.1
pahlawan	juru	0.24
pahlawan	awak	0.22
pahlawan	distributor	0.13
pahlawan	kakek	0.31
pahlawan	profesor	0.25
pahlawan	komandan	0.38
pahlawan	kerabat	0.28
pahlawan	komunis	0.34
pahlawan	teroris	0.37
pahlawan	leluhur	0.39
pahlawan	arsitek	0.33
pahlawan	politisi	0.4
pahlawan	ratu	0.31
pahlawan	pribumi	0.28
pahlawan	desainer	0.27
pahlawan	kapten	0.35
pahlawan	sekutu	0.32
pahlawan	alumni	0.25
pahlawan	sponsor	0.2
pahlawan	master	0.2
pahlawan	spesialis	0.33
pahlawan	atasan	0.15
pahlawan	santri	0.28
pahlawan	sekretaris	0.2
pahlawan	putera	0.3
pahlawan	kritikus	0.27
pahlawan	abang	0.25
pahlawan	oknum	0.25
pahlawan	konsultan	0.23
pahlawan	player	0.18
pahlawan	filsuf	0.29
pahlawan	turis	0.26
pahlawan	monster	0.37
pahlawan	mahluk	0.25
pahlawan	tante	0.1
pahlawan	bidan	0.19
pahlawan	rasul	0.21
pahlawan	iblis	0.27
pahlawan	janda	0.31
pahlawan	jamaah	0.18
pahlawan	fotografer	0.24
pahlawan	elit	0.31
pahlawan	kader	0.26
pahlawan	waris	0.24
pahlawan	insinyur	0.32
pahlawan	subyek	0.23
pahlawan	dukun	0.21
pahlawan	audit	0.08
pahlawan	kru	0.19
pahlawan	sopir	0.26
pahlawan	duta	0.31
pahlawan	doktor	0.22
pahlawan	bubur	0.22
pahlawan	bocah	0.3
pahlawan	driver	0.13
pahlawan	intelijen	0.24
pahlawan	praktisi	0.22
pahlawan	walikota	0.31
pahlawan	obesitas	0.17
pahlawan	siswi	0.24
pahlawan	finalis	0.24
pahlawan	sultan	0.25
pahlawan	panglima	0.43
pahlawan	imigran	0.25
pahlawan	hacker	0.28
pahlawan	puteri	0.35
pahlawan	optimis	0.23
pahlawan	family	0.15
pahlawan	resepsionis	0.14
pahlawan	bajak	0.31
pahlawan	delegasi	0.22
pahlawan	revolusioner	0.36
pahlawan	developer	0.17
pahlawan	keponakan	0.28
pahlawan	teknisi	0.21
pahlawan	jago	0.3
pahlawan	ninja	0.3
pahlawan	kiper	0.32
pahlawan	propaganda	0.3
pahlawan	nasionalis	0.42
pahlawan	netizen	0.21
pahlawan	mahasiswi	0.2
pahlawan	mempelai	0.23
pahlawan	psikolog	0.22
pahlawan	analis	0.18
pahlawan	donor	0.21
pahlawan	striker	0.31
pahlawan	ekonom	0.27
pahlawan	sufi	0.23
pahlawan	tuna	0.18
pahlawan	supir	0.23
pahlawan	konselor	0.21
pahlawan	diplomat	0.32
pahlawan	ksatria	0.46
pahlawan	dalang	0.26
pahlawan	rektor	0.24
pahlawan	inspeksi	0.19
pahlawan	wirausaha	0.31
pahlawan	majikan	0.17
pahlawan	administrator	0.18
pahlawan	ojek	0.12
pahlawan	general	0.1
pahlawan	kapitalis	0.25
pahlawan	suporter	0.26
pahlawan	alim	0.26
pahlawan	mukmin	0.27
pahlawan	siluman	0.25
pahlawan	suster	0.17
pahlawan	guide	0.17
pahlawan	detektif	0.31
pahlawan	jaksa	0.23
pahlawan	agent	0.18
pahlawan	kolektor	0.28
pahlawan	business	0.06
pahlawan	macan	0.22
pahlawan	elite	0.28
pahlawan	pendekar	0.45
pahlawan	pastor	0.24
pahlawan	sanak	0.21
pahlawan	kontributor	0.22
pahlawan	trader	0.2
pahlawan	preman	0.31
pahlawan	mafia	0.29
pahlawan	direksi	0.12
pahlawan	konduktor	0.2
pahlawan	fasilitator	0.2
pahlawan	miss	0.02
pahlawan	kristen	0.24
pahlawan	partisipan	0.14
pahlawan	bibi	0.15
pahlawan	pramuka	0.3
pahlawan	birokrat	0.27
pahlawan	pensiunan	0.28
pahlawan	anarkis	0.27
pahlawan	mentor	0.26
pahlawan	rias	0.2
pahlawan	botani	0.21
pahlawan	programmer	0.2
pahlawan	designer	0.15
pahlawan	hadirin	0.17
pahlawan	jemaah	0.2
pahlawan	narapidana	0.25
pahlawan	kasir	0.15
pahlawan	panutan	0.4
pahlawan	gerombolan	0.3
pahlawan	biksu	0.22
pahlawan	debitur	0.18
pahlawan	supplier	0.13
pahlawan	diktator	0.29
pahlawan	abdi	0.23
pahlawan	sesepuh	0.32
pahlawan	lesbian	0.19
pahlawan	lurah	0.19
pahlawan	satpam	0.18
pahlawan	kurir	0.28
pahlawan	engineer	0.16
pahlawan	migran	0.2
pahlawan	koruptor	0.36
pahlawan	demonstran	0.22
pahlawan	sandera	0.28
pahlawan	astronot	0.28
pahlawan	serdadu	0.37
pahlawan	martir	0.44
pahlawan	kiai	0.26
pahlawan	pramugari	0.22
pahlawan	motivator	0.29
pahlawan	kesatria	0.44
pahlawan	bendahara	0.16
pahlawan	downline	0.11
pahlawan	perawi	0.2
pahlawan	kuli	0.26
pahlawan	kreditur	0.14
pahlawan	kyai	0.29
pahlawan	biang	0.16
pahlawan	pesimis	0.22
pahlawan	saudagar	0.25
pahlawan	audiens	0.2
pahlawan	dai	0.19
pahlawan	maling	0.26
pahlawan	regulator	0.12
pahlawan	founder	0.12
pahlawan	moderator	0.14
pahlawan	pujangga	0.34
pahlawan	alumnus	0.17
pahlawan	komunikator	0.2
pahlawan	entrepreneur	0.27
pahlawan	redaktur	0.14
pahlawan	separatis	0.3
pahlawan	bujang	0.19
pahlawan	mumi	0.23
pahlawan	independent	0.11
pahlawan	konsul	0.19
pahlawan	tutor	0.21
pahlawan	laskar	0.35
pahlawan	badut	0.27
pahlawan	informan	0.2
pahlawan	mediator	0.22
pahlawan	humas	0.12
pahlawan	psikiater	0.17
pahlawan	otodidak	0.15
pahlawan	cleaning	0.15
pahlawan	indo	0.21
pahlawan	pesepakbola	0.33
pahlawan	filosof	0.2
pahlawan	krama	0.14
pahlawan	brahmana	0.21
pahlawan	simpatisan	0.29
pahlawan	petahana	0.2
pahlawan	musafir	0.15
pahlawan	duda	0.17
pahlawan	eksportir	0.15
pahlawan	guest	0.09
pahlawan	wiraswasta	0.24
pahlawan	nona	0.17
pahlawan	deputi	0.21
pahlawan	buronan	0.33
pahlawan	ateis	0.18
pahlawan	sosiolog	0.23
pahlawan	narator	0.32
pahlawan	maestro	0.31
pahlawan	perompak	0.28
pahlawan	tabib	0.21
pahlawan	konseli	0.06
pahlawan	woman	0.17
pahlawan	punggawa	0.25
pahlawan	firaun	0.24
pahlawan	humanis	0.28
pahlawan	intel	0.14
pahlawan	tameng	0.28
pahlawan	komunikan	0.13
pahlawan	pengamen	0.24
pahlawan	naturalis	0.24
pahlawan	waria	0.22
pahlawan	technical	0.09
pahlawan	marinir	0.24
pahlawan	bandit	0.34
pahlawan	inspektur	0.33
pahlawan	syetan	0.12
pahlawan	pecundang	0.44
pahlawan	borjuis	0.18
pahlawan	pialang	0.23
pahlawan	ekspatriat	0.2
pahlawan	praja	0.22
pahlawan	miliarder	0.27
pahlawan	satria	0.34
pahlawan	laksamana	0.35
pahlawan	maniak	0.27
pahlawan	transmigran	0.24
pahlawan	blasteran	0.22
pahlawan	mujtahid	0.17
pahlawan	tiran	0.28
pahlawan	decision	0.04
pahlawan	sepuh	0.27
pahlawan	resign	0.04
pahlawan	marketer	0.2
pahlawan	prabu	0.18
pahlawan	koboi	0.39
pahlawan	persona	0.2
pahlawan	fighter	0.23
pahlawan	pegiat	0.25
pahlawan	priyayi	0.21
pahlawan	mbok	0.05
pahlawan	agamis	0.25
pahlawan	purnawirawan	0.28
pahlawan	peragawati	0.16
pahlawan	demokrat	0.29
pahlawan	mantri	0.2
pahlawan	syuhada	0.39
pahlawan	sekuriti	0.2
pahlawan	mujahid	0.37
pahlawan	idiot	0.2
pahlawan	demokratik	0.18
pahlawan	salesman	0.15
pahlawan	eyang	0.21
pahlawan	bajingan	0.35
pahlawan	selebritas	0.27
pahlawan	paramedis	0.23
pahlawan	dirigen	0.21
pahlawan	translator	0.14
pahlawan	principal	0.08
pahlawan	panitera	0.19
pahlawan	panelis	0.12
pahlawan	orator	0.29
pahlawan	mursyid	0.16
pahlawan	algojo	0.29
pahlawan	pawang	0.18
pahlawan	sersan	0.24
pahlawan	rentenir	0.15
pahlawan	kompeni	0.24
pahlawan	superstar	0.35
pahlawan	ekstremis	0.22
pahlawan	perjaka	0.21
pahlawan	comic	0.26
pahlawan	jagal	0.27
pahlawan	diva	0.28
pahlawan	modernis	0.24
pahlawan	sipir	0.22
pahlawan	partisan	0.31
pahlawan	patriot	0.53
pahlawan	habib	0.2
pahlawan	materialis	0.26
pahlawan	inovator	0.36
pahlawan	sahaya	0.25
pahlawan	polwan	0.22
pahlawan	mubaligh	0.18
pahlawan	pemrakarsa	0.25
pahlawan	mahasiwa	0.23
pahlawan	observer	0.11
pahlawan	saintis	0.21
pahlawan	akrobatik	0.24
pahlawan	raden	0.21
pahlawan	volunteer	0.11
pahlawan	bintara	0.26
pahlawan	cagub	0.23
pahlawan	kondektur	0.21
pahlawan	opsir	0.27
pahlawan	bodyguard	0.22
pahlawan	negosiator	0.21
pahlawan	agnostik	0.14
pahlawan	angota	0.17
pahlawan	reserse	0.13
pahlawan	teknokrat	0.28
pahlawan	oportunis	0.26
pahlawan	flamboyan	0.24
pahlawan	mucikari	0.14
pahlawan	terperiksa	0.14
pahlawan	biduan	0.23
pahlawan	konstruktivis	0.23
pahlawan	cerpenis	0.26
pahlawan	sinden	0.15
pahlawan	binatu	0.18
pahlawan	kiyai	0.28
pahlawan	romusha	0.27
pahlawan	wapres	0.21
pahlawan	pelayat	0.27
pahlawan	bumiputera	0.24
pahlawan	nyai	0.16
pahlawan	mantu	0.27
pahlawan	bartender	0.19
pahlawan	enterpreneur	0.23
pahlawan	ekstrovert	0.15
pahlawan	formatur	0.12
pahlawan	rohaniawan	0.29
pahlawan	rasionalis	0.25
pahlawan	gigolo	0.18
pahlawan	presidium	0.2
pahlawan	upline	0.03
pahlawan	asesor	0.14
pahlawan	nahkoda	0.19
pahlawan	franchisee	0.12
pahlawan	evaluator	0.16
pahlawan	porter	0.23
pahlawan	sensei	0.26
pahlawan	buzzer	0.16
pahlawan	lover	0.24
pahlawan	sayyid	0.24
pahlawan	keparat	0.26
pahlawan	marsekal	0.28
pahlawan	kontrolir	0.19
pahlawan	mubalig	0.24
pahlawan	organisator	0.25
pahlawan	balerina	0.24
pahlawan	selebgram	0.16
pahlawan	bumiputra	0.23
pahlawan	kopral	0.29
pahlawan	kalifah	0.25
pahlawan	perias	0.24
pahlawan	arsiparis	0.23
pahlawan	gentlemen	0.22
pahlawan	waiter	0.13
pahlawan	loper	0.25
pahlawan	waliyullah	0.25
pahlawan	marxis	0.23
pahlawan	liberalis	0.31
pahlawan	judoka	0.32
pahlawan	businessman	0.2
pahlawan	syaman	0.17
pahlawan	widyaiswara	0.16
pahlawan	learner	0.02
pahlawan	ginekolog	0.15
pahlawan	residivis	0.32
pahlawan	tumenggung	0.23
pahlawan	ketum	0.1
pahlawan	murabbi	0.2
pahlawan	wagub	0.18
pahlawan	vlogger	0.19
pahlawan	kapolda	0.24
pahlawan	kacung	0.25
pahlawan	koleris	0.21
pahlawan	moralis	0.29
pahlawan	propagandis	0.27
pahlawan	voter	0.14
pahlawan	adopter	0.16
pahlawan	inlander	0.27
pahlawan	peresensi	0.27
pahlawan	klinisi	0.12
pahlawan	jongos	0.3
pahlawan	mayoret	0.23
pahlawan	devi	0.08
pahlawan	waskita	0.2
pahlawan	ballerina	0.13
pahlawan	enterpreneurship	0.21
pahlawan	jugun	0.18
pahlawan	mukminah	0.22
pahlawan	teungku	0.28
pahlawan	mandataris	0.2
pahlawan	reformer	0.37
pahlawan	grader	0.18
pahlawan	sekularis	0.26
pahlawan	filosuf	0.2
pahlawan	konservator	0.28
pahlawan	madam	0.29
pahlawan	masbuk	0.07
pahlawan	cendikia	0.29
pahlawan	validator	0.21
pahlawan	terroris	0.25
pahlawan	duchess	0.12
pahlawan	meneer	0.3
pahlawan	godfather	0.29
pahlawan	assessor	0.16
pahlawan	paramedik	0.15
pahlawan	egoistik	0.21
pahlawan	floris	0.14
pahlawan	biduanita	0.25
pahlawan	clairvoyance	0.1
pahlawan	bhiksuni	0.15
pahlawan	evangelist	0.14
pahlawan	gatekeeper	0.24
pahlawan	diktaktor	0.37
pahlawan	ekspat	0.18
pahlawan	inspektor	0.29
pahlawan	superintendent	0.17
pahlawan	foreman	0.23
pahlawan	golfer	0.13
pahlawan	sebatangkara	0.2
pahlawan	herpetolog	0.27
pahlawan	strategist	0.23
pahlawan	selebtwit	0.25
pahlawan	achiever	0.1
pahlawan	hispanik	0.23
pahlawan	ghostwriter	0.19
pahlawan	nulipara	0.12
pahlawan	legalis	0.3
pahlawan	networker	0.28
pahlawan	monetaris	0.16
pahlawan	pamongpraja	0.3
pahlawan	pengibing	0.3
pahlawan	taekwondoin	0.3
pahlawan	paedofil	0.22
pahlawan	campers	0.29
pahlawan	pramusiwi	0.1
pahlawan	wirausahaan	0.3
pahlawan	kooperator	0.25
pahlawan	perempuaan	0.25
pahlawan	markonis	0.29
pahlawan	sadomasokis	0.13
pahlawan	mushalli	0.18
pahlawan	mubayyin	0.09
pahlawan	koder	0.22
pahlawan	laksmana	0.3
pahlawan	nonpartisipan	0.12
pahlawan	kristalografer	0.23
pahlawan	marbut	0.1
pahlawan	snowboarder	0.27
pahlawan	crossline	0.11
pahlawan	murabi	0.18
pahlawan	postrukturalis	0.26
pahlawan	budayan	0.32
pahlawan	penaluk	0.25
pahlawan	propagandais	0.27
pahlawan	khatamul	0.08
pahlawan	controlleur	0.17
sarjana	investor	0.26
sarjana	haji	0.23
sarjana	perwira	0.45
sarjana	eksekutif	0.29
sarjana	budak	0.25
sarjana	mama	0.19
sarjana	cucu	0.26
sarjana	bupati	0.25
sarjana	nelayan	0.24
sarjana	hantu	0.19
sarjana	atlet	0.26
sarjana	isteri	0.27
sarjana	leader	0.22
sarjana	pendeta	0.43
sarjana	direktur	0.28
sarjana	formasi	0.2
sarjana	panitia	0.22
sarjana	aktivis	0.42
sarjana	official	0.13
sarjana	jenderal	0.33
sarjana	kafir	0.22
sarjana	pilot	0.33
