noun_w_ekor	noun_w_buah	cossim
kalkun	makna	0.1
kalkun	gedung	0.1
kalkun	kertas	0.21
kalkun	perbuatan	0.18
kalkun	keinginan	0.18
kalkun	jabatan	0.14
kalkun	kabar	0.15
kalkun	drama	0.13
kalkun	penampilan	0.17
kalkun	sudut	0.08
kalkun	sarana	0.09
kalkun	strategi	0.12
kalkun	aturan	0.13
kalkun	harapan	0.16
kalkun	aspek	0.14
kalkun	hadiah	0.26
kalkun	kelapa	0.21
kalkun	perencanaan	0.17
kalkun	gula	0.22
kalkun	masjid	0.15
kalkun	era	0.13
kalkun	latihan	0.18
kalkun	tanya	0.1
kalkun	potensi	0.24
kalkun	telepon	0.19
kalkun	payudara	0.18
kalkun	kalimat	0.14
kalkun	peralatan	0.24
kalkun	penjelasan	0.13
kalkun	populasi	0.27
kalkun	luka	0.11
kalkun	kepercayaan	0.15
kalkun	kursi	0.13
kalkun	dinding	0.17
kalkun	alternatif	0.15
kalkun	paket	0.21
kalkun	peluang	0.22
kalkun	perintah	0.14
kalkun	investasi	0.21
kalkun	komponen	0.19
kalkun	pabrik	0.18
kalkun	peraturan	0.18
kalkun	kebiasaan	0.28
kalkun	batang	0.23
kalkun	ide	0.23
kalkun	tradisi	0.23
kalkun	novel	0.1
kalkun	lubang	0.15
kalkun	suasana	0.21
kalkun	permasalahan	0.08
kalkun	babak	0.11
kalkun	kitab	0.12
kalkun	aksi	0.09
kalkun	radio	0.15
kalkun	majalah	0.06
kalkun	kampung	0.29
kalkun	cabang	0.08
kalkun	teks	0.19
kalkun	meja	0.17
kalkun	solusi	0.08
kalkun	kompetisi	0.21
kalkun	laga	0.14
kalkun	tema	0.12
kalkun	pemikiran	0.17
kalkun	pengertian	0.11
kalkun	ajaran	0.14
kalkun	permintaan	0.23
kalkun	taman	0.14
kalkun	komentar	0.15
kalkun	alamat	0.2
kalkun	beban	0.2
kalkun	rahasia	0.2
kalkun	kebenaran	0.1
kalkun	es	0.08
kalkun	sepeda	0.2
kalkun	syarat	0.11
kalkun	tulang	0.27
kalkun	lampu	0.22
kalkun	pemahaman	0.09
kalkun	biru	0.17
kalkun	misi	0.08
kalkun	pernyataan	0.13
kalkun	latar	0.13
kalkun	dosa	0.18
kalkun	karier	0.1
kalkun	kebudayaan	0.14
kalkun	kain	0.21
kalkun	perjanjian	0.17
kalkun	campuran	0.2
kalkun	kotak	0.24
kalkun	arus	0.06
kalkun	format	0.2
kalkun	pertempuran	0.15
kalkun	analisis	0.12
kalkun	konflik	0.13
kalkun	pendekatan	0.04
kalkun	dokumen	0.16
kalkun	fakta	0.17
kalkun	pelatihan	0.19
kalkun	sebutan	0.15
kalkun	prestasi	0.1
kalkun	ciri	0.15
kalkun	prinsip	0.02
kalkun	distrik	0.16
kalkun	kompleks	0.15
kalkun	mimpi	0.23
kalkun	sosok	0.09
kalkun	transaksi	0.15
kalkun	kolam	0.17
kalkun	kontrak	0.13
kalkun	petunjuk	0.12
kalkun	tombol	0.1
kalkun	upacara	0.18
kalkun	logam	0.24
kalkun	sepatu	0.16
kalkun	kampus	0.17
kalkun	ketinggian	0.08
kalkun	doa	0.16
kalkun	kebaikan	0.1
kalkun	planet	0.19
kalkun	universitas	0.17
kalkun	hukuman	0.23
kalkun	ujian	0.13
kalkun	perguruan	0.13
kalkun	merek	0.13
kalkun	perjuangan	0.05
kalkun	kejahatan	0.13
kalkun	peta	0.1
kalkun	skor	0.08
kalkun	masakan	0.31
kalkun	ketentuan	0.16
kalkun	level	0.03
kalkun	perkara	0.14
kalkun	jendela	0.11
kalkun	kue	0.27
kalkun	bus	0.08
kalkun	tes	0.14
kalkun	kaca	0.12
kalkun	naskah	0.22
kalkun	ajang	0.06
kalkun	memori	0.15
kalkun	nasi	0.29
kalkun	kewajiban	0.13
kalkun	label	0.07
kalkun	istana	0.12
kalkun	pengelolaan	0.18
kalkun	rapat	0.11
kalkun	kemajuan	0.07
kalkun	dapur	0.2
kalkun	pos	0.05
kalkun	penawaran	0.16
kalkun	kabel	0.19
kalkun	kepemimpinan	0.08
kalkun	biji	0.3
kalkun	rekaman	0.18
kalkun	persoalan	0.05
kalkun	penjara	0.17
kalkun	jurusan	0.08
kalkun	satuan	0.1
kalkun	peringatan	0.2
kalkun	kenyataan	0.14
kalkun	kecelakaan	0.15
kalkun	bencana	0.18
kalkun	konten	0.27
kalkun	restoran	0.21
kalkun	ikatan	0.15
kalkun	sinyal	0.22
kalkun	sore	0.14
kalkun	jembatan	0.07
kalkun	baterai	0.27
kalkun	identitas	0.15
kalkun	kekerasan	0.04
kalkun	diskusi	0.11
kalkun	keyakinan	0.15
kalkun	tas	0.25
kalkun	kesadaran	0.11
kalkun	tantangan	0.14
kalkun	gua	0.22
kalkun	profesi	0.08
kalkun	simbol	0.13
kalkun	gitar	0.17
kalkun	paham	0.15
kalkun	panggilan	0.16
kalkun	keterampilan	0.13
kalkun	atom	0.23
kalkun	gambaran	0.16
kalkun	pemandangan	0.11
kalkun	potongan	0.32
kalkun	ancaman	0.2
kalkun	rangkaian	0.15
kalkun	bandara	0.19
kalkun	kunjungan	0.13
kalkun	danau	0.16
kalkun	papan	0.15
kalkun	fenomena	0.13
kalkun	keberhasilan	0.11
kalkun	panggung	0.14
kalkun	topik	0.21
kalkun	kebebasan	0.14
kalkun	niat	0.15
kalkun	medan	0.13
kalkun	interaksi	0.11
kalkun	kerjasama	0.1
kalkun	kolom	0.12
kalkun	satelit	0.13
kalkun	pesta	0.23
kalkun	dimensi	0.06
kalkun	keindahan	0.06
kalkun	plastik	0.17
kalkun	bar	0.11
kalkun	elemen	0.12
kalkun	celana	0.2
kalkun	kampanye	0.06
kalkun	filsafat	0.1
kalkun	perbatasan	0.17
kalkun	studio	0.06
kalkun	pertimbangan	0.13
kalkun	kombinasi	0.17
kalkun	kebetulan	0.19
kalkun	kriteria	0.08
kalkun	persiapan	0.22
kalkun	harian	0.17
kalkun	pembicaraan	0.16
kalkun	konser	0.13
kalkun	nada	0.09
kalkun	botol	0.16
kalkun	kesan	0.12
kalkun	ucapan	0.19
kalkun	pelabuhan	0.1
kalkun	properti	0.17
kalkun	surga	0.11
kalkun	wawancara	0.07
kalkun	pertunjukan	0.19
kalkun	krisis	0.16
kalkun	tabel	0.15
kalkun	konteks	0.18
kalkun	konstruksi	0.1
kalkun	pengadilan	0.08
kalkun	lomba	0.16
kalkun	siklus	0.15
kalkun	demokrasi	0.13
kalkun	terapi	0.07
kalkun	sinetron	0.01
kalkun	lukisan	0.14
kalkun	bukit	0.16
kalkun	riwayat	0.14
kalkun	tuntutan	0.16
kalkun	riset	0.17
kalkun	aset	0.17
kalkun	perpustakaan	0.11
kalkun	pelanggaran	0.14
kalkun	patung	0.18
kalkun	gagasan	0.18
kalkun	pesanan	0.2
kalkun	penemuan	0.2
kalkun	definisi	0.14
kalkun	isu	0.13
kalkun	kontes	0.22
kalkun	jaminan	0.11
kalkun	perkebunan	0.17
kalkun	praktik	0.19
kalkun	lingkaran	0.15
kalkun	distribusi	0.14
kalkun	kalender	0.19
kalkun	zona	0.17
kalkun	makam	0.13
kalkun	bunyi	0.16
kalkun	daratan	0.19
kalkun	disiplin	0.16
kalkun	kekalahan	0.16
kalkun	logo	0.15
kalkun	adegan	0.17
kalkun	wadah	0.16
kalkun	tali	0.16
kalkun	museum	0.19
kalkun	mekanisme	0.13
kalkun	kandang	0.34
kalkun	pergerakan	0.11
kalkun	kebun	0.24
kalkun	percobaan	0.21
kalkun	puisi	0.11
kalkun	variabel	0.17
kalkun	roti	0.36
kalkun	basis	0.04
kalkun	map	0.06
kalkun	peradaban	0.13
kalkun	kegagalan	0.15
kalkun	browser	0.08
kalkun	perayaan	0.26
kalkun	forum	0.08
kalkun	janji	0.15
kalkun	perkawinan	0.17
kalkun	perekonomian	0.19
kalkun	rekening	0.17
kalkun	gelas	0.15
kalkun	gerbang	0.08
kalkun	pengakuan	0.13
kalkun	busana	0.22
kalkun	obyek	0.1
kalkun	kajian	0.09
kalkun	dewan	0.07
kalkun	kesuksesan	0.1
